student_id,gender,age,attendance,study_hours,assignment_score,internal_marks,previous_marks,backlogs,extracurricular,final_result
HIS1291,Female,20,78,4.5,84,73,68,1,Yes,Good
HIS1292,Male,23,52,2.9,56,45,52,3,Yes,At Risk
HIS1293,Male,22,91,7.2,96,89,98,0,No,Excellent
HIS1294,Female,23,35,1.1,33,35,50,3,Yes,At Risk
HIS1295,Female,18,83,4.1,82,79,77,1,No,Good
HIS1296,Female,18,60,2.2,72,64,56,2,Yes,Poor
HIS1297,Male,18,90,5.6,77,82,90,0,No,Excellent
HIS1298,Female,18,62,2.7,63,59,62,0,Yes,Average
HIS1299,Female,18,70,2.0,58,71,59,2,Yes,Average
HIS1300,Female,17,59,2.6,57,59,54,1,Yes,Poor
HIS1301,Male,21,58,1.2,54,53,58,1,No,Poor
HIS1302,Male,23,87,8.0,96,92,95,0,No,Excellent
HIS1303,Male,17,68,4.7,75,71,60,1,No,Good
HIS1304,Female,21,100,5.7,100,92,98,0,No,Excellent
HIS1305,Male,17,48,1.1,46,42,31,2,Yes,At Risk
HIS1306,Female,23,86,5.2,89,83,77,0,No,Excellent
HIS1307,Female,17,51,2.9,60,53,40,1,Yes,Poor
HIS1308,Male,19,73,4.4,69,63,61,2,No,Average
HIS1309,Female,23,51,1.6,60,48,45,1,No,Poor
HIS1310,Male,22,90,5.7,80,81,84,0,No,Excellent
HIS1311,Female,19,97,5.9,100,90,92,0,No,Excellent
HIS1312,Female,21,61,2.5,45,50,40,1,Yes,Poor
HIS1313,Male,22,39,1.6,47,35,42,2,Yes,At Risk
HIS1314,Female,17,51,1.1,38,34,40,4,No,At Risk
HIS1315,Male,22,79,3.7,57,65,57,1,Yes,Average
HIS1316,Male,19,60,3.5,62,62,57,1,Yes,Average
HIS1317,Female,22,75,5.7,85,84,78,0,No,Excellent
HIS1318,Female,21,42,1.6,41,38,43,4,No,At Risk
HIS1319,Female,21,62,4.9,59,65,72,0,Yes,Good
HIS1320,Female,21,63,4.4,74,62,73,1,Yes,Good
HIS1321,Female,21,99,6.9,100,98,82,0,Yes,Excellent
HIS1322,Female,22,96,6.4,89,87,91,0,No,Excellent
HIS1323,Female,19,100,6.3,89,97,86,0,No,Excellent
HIS1324,Male,23,88,4.3,87,88,75,0,Yes,Excellent
HIS1325,Female,22,87,6.6,90,91,87,0,Yes,Excellent
HIS1326,Female,18,95,5.3,97,97,93,0,No,Excellent
HIS1327,Female,18,94,6.1,98,93,95,0,Yes,Excellent
HIS1328,Female,17,86,6.0,90,72,75,1,Yes,Excellent
HIS1329,Male,17,31,2.0,31,41,33,3,Yes,At Risk
HIS1330,Female,18,72,2.9,73,73,61,0,Yes,Average
HIS1331,Male,21,36,2.0,33,34,49,4,Yes,At Risk
HIS1332,Male,19,89,4.1,71,87,90,0,No,Excellent
HIS1333,Female,23,80,5.8,85,76,84,0,No,Excellent
HIS1334,Female,18,53,2.3,42,50,47,2,Yes,At Risk
HIS1335,Female,21,51,1.7,55,58,43,3,Yes,Poor
HIS1336,Male,20,48,1.6,46,42,47,3,No,At Risk
HIS1337,Male,20,84,5.9,83,82,78,1,Yes,Excellent
HIS1338,Male,18,95,6.7,97,94,95,0,Yes,Excellent
HIS1339,Female,18,94,7.7,90,95,81,0,Yes,Excellent
HIS1340,Male,18,77,2.2,68,71,66,0,No,Good
HIS1341,Male,17,99,7.8,92,95,82,0,No,Excellent
HIS1342,Female,23,56,2.8,43,49,40,1,No,Poor
HIS1343,Female,20,86,5.8,82,71,69,0,Yes,Excellent
HIS1344,Female,23,52,1.8,50,39,36,4,No,At Risk
HIS1345,Female,17,62,1.6,46,55,48,3,Yes,Poor
HIS1346,Female,17,54,2.3,47,42,60,1,Yes,Poor
HIS1347,Female,17,85,4.3,78,82,74,1,No,Good
HIS1348,Male,20,97,7.5,91,87,97,0,Yes,Excellent
HIS1349,Female,21,53,1.2,41,52,45,1,Yes,At Risk
HIS1350,Female,17,74,4.2,69,74,74,0,Yes,Good
HIS1351,Male,20,30,1.9,40,38,35,4,No,At Risk
HIS1352,Female,17,54,2.9,56,42,47,1,Yes,Poor
HIS1353,Female,17,52,2.7,59,56,49,3,Yes,At Risk
HIS1354,Male,22,87,6.2,85,90,90,0,Yes,Excellent
HIS1355,Male,21,75,4.8,88,71,77,0,Yes,Excellent
HIS1356,Female,20,32,0.5,45,48,50,5,No,At Risk
HIS1357,Female,18,90,5.2,81,90,79,1,Yes,Excellent
HIS1358,Female,23,84,5.3,75,82,73,0,No,Good
HIS1359,Female,18,64,2.1,68,72,57,1,Yes,Average
HIS1360,Female,19,63,2.8,54,54,54,2,No,Poor
HIS1361,Male,23,54,2.4,46,47,46,3,Yes,Poor
HIS1362,Male,20,41,1.9,47,43,41,4,Yes,At Risk
HIS1363,Male,22,99,5.9,98,86,86,0,No,Excellent
HIS1364,Male,22,63,1.4,54,40,46,2,Yes,At Risk
HIS1365,Female,21,56,1.3,50,54,47,3,Yes,At Risk
HIS1366,Male,19,46,1.6,31,33,32,2,Yes,At Risk
HIS1367,Female,21,95,7.8,96,91,84,0,No,Excellent
HIS1368,Female,17,78,4.7,69,70,60,2,Yes,Average
HIS1369,Female,22,35,1.9,34,35,43,2,No,At Risk
HIS1370,Female,20,67,4.9,59,69,53,0,Yes,Good
HIS1371,Male,20,55,2.5,58,51,54,3,Yes,Poor
HIS1372,Female,22,41,1.8,32,41,32,3,Yes,At Risk
HIS1373,Female,17,54,1.2,46,60,50,2,Yes,At Risk
HIS1374,Male,20,48,1.1,35,41,38,3,No,At Risk
HIS1375,Male,19,65,2.2,62,64,58,1,No,Average
HIS1376,Female,18,52,1.7,41,44,59,1,Yes,Poor
HIS1377,Female,18,62,1.8,48,52,50,2,No,Poor
HIS1378,Male,23,68,3.7,70,64,58,0,No,Good
HIS1379,Male,19,76,4.7,55,59,75,0,Yes,Good
HIS1380,Male,18,89,6.7,92,87,82,0,Yes,Excellent
HIS1381,Male,18,50,1.9,44,50,40,2,Yes,At Risk
HIS1382,Male,20,90,5.3,87,85,93,0,Yes,Excellent
HIS1383,Female,22,80,3.6,70,61,72,1,Yes,Good
HIS1384,Male,21,31,1.2,46,30,32,3,Yes,At Risk
HIS1385,Female,22,36,1.5,32,36,35,4,Yes,At Risk
HIS1386,Female,22,39,1.4,46,50,39,3,No,At Risk
HIS1387,Male,20,75,5.3,78,79,89,0,Yes,Excellent
HIS1388,Male,19,61,3.9,68,57,71,2,No,Average
HIS1389,Female,22,54,1.9,41,49,32,4,No,At Risk
HIS1390,Male,17,61,2.0,55,50,57,3,Yes,At Risk
HIS1391,Female,18,73,3.4,69,65,75,1,No,Good
HIS1392,Male,20,87,4.8,70,74,90,1,No,Excellent
HIS1393,Male,20,60,3.3,60,59,68,0,Yes,Average
HIS1394,Female,18,54,1.5,46,40,55,2,Yes,At Risk
HIS1395,Male,19,90,5.2,85,83,78,0,No,Excellent
HIS1396,Female,20,87,7.9,100,94,84,0,No,Excellent
HIS1397,Male,21,94,6.9,95,94,99,0,Yes,Excellent
HIS1398,Female,19,70,4.2,59,66,68,1,Yes,Average
HIS1399,Female,21,57,1.4,50,47,50,3,No,At Risk
HIS1400,Female,21,66,4.7,65,75,68,0,Yes,Good
HIS1401,Female,20,50,1.6,43,52,44,3,No,At Risk
HIS1402,Male,20,53,0.9,44,42,36,4,Yes,At Risk
HIS1403,Female,20,82,5.3,80,81,84,1,Yes,Excellent
HIS1404,Male,22,79,4.6,61,75,56,2,Yes,Average
HIS1405,Male,18,84,4.5,82,83,87,0,No,Excellent
HIS1406,Female,22,60,2.1,75,68,52,1,No,Poor
HIS1407,Female,19,55,2.2,50,43,48,2,No,At Risk
HIS1408,Male,19,79,4.6,70,73,66,1,No,Good
HIS1409,Male,22,50,2.3,60,50,52,1,No,Poor
HIS1410,Male,17,70,3.7,73,56,66,0,Yes,Good
HIS1411,Male,20,79,4.2,75,77,67,1,No,Good
HIS1412,Male,23,62,3.5,72,56,66,1,No,Average
HIS1413,Male,20,89,4.3,78,77,72,0,Yes,Good
HIS1414,Female,17,86,5.7,92,89,84,0,No,Excellent
HIS1415,Male,18,54,0.9,30,43,47,2,Yes,At Risk
HIS1416,Male,21,90,4.0,72,88,76,0,No,Good
HIS1417,Male,19,94,5.8,96,97,85,0,No,Excellent
HIS1418,Male,17,72,2.4,64,69,50,1,No,Average
HIS1419,Female,19,97,7.4,91,91,98,0,Yes,Excellent
HIS1420,Male,18,51,2.3,47,58,48,1,Yes,Poor
HIS1421,Female,21,85,4.4,82,80,79,1,Yes,Good
HIS1422,Male,23,39,1.7,37,32,49,2,Yes,At Risk
HIS1423,Female,18,93,7.8,94,99,92,0,Yes,Excellent
HIS1424,Male,17,88,5.5,81,72,73,1,Yes,Excellent
HIS1425,Male,17,64,2.8,61,58,70,2,Yes,Average
HIS1426,Male,18,87,7.2,99,93,88,0,No,Excellent
HIS1427,Male,17,97,7.0,85,86,95,0,No,Excellent
HIS1428,Female,23,31,1.5,38,39,45,3,No,At Risk
HIS1429,Male,19,82,5.4,70,90,66,1,No,Good
HIS1430,Female,22,62,3.8,69,70,67,0,No,Good
HIS1431,Female,19,47,0.7,50,41,43,3,No,At Risk
HIS1432,Female,18,64,4.4,70,72,63,1,No,Average
HIS1433,Male,21,71,3.9,69,72,71,0,Yes,Good
HIS1434,Female,17,77,3.9,60,73,54,0,No,Average
HIS1435,Female,20,47,0.6,33,48,30,4,Yes,At Risk
HIS1436,Female,22,95,7.2,96,97,96,0,Yes,Excellent
HIS1437,Male,20,53,1.5,60,54,44,3,Yes,At Risk
HIS1438,Male,23,77,5.4,79,77,89,1,No,Good
HIS1439,Female,20,75,4.0,79,73,71,0,Yes,Good
HIS1440,Female,18,98,7.8,97,85,99,0,No,Excellent
HIS1441,Female,17,73,3.9,70,75,69,2,Yes,Good
HIS1442,Female,22,60,1.7,48,55,52,3,Yes,At Risk
HIS1443,Male,22,50,1.8,55,42,55,2,Yes,At Risk
HIS1444,Female,21,99,6.1,95,92,99,0,Yes,Excellent
HIS1445,Female,17,56,2.2,43,40,44,3,Yes,At Risk
HIS1446,Male,22,35,1.2,48,42,47,2,No,At Risk
HIS1447,Female,20,45,0.8,44,39,35,2,No,At Risk
HIS1448,Female,23,89,7.9,87,91,95,0,Yes,Excellent
HIS1449,Male,17,87,4.1,75,77,75,1,Yes,Good
HIS1450,Female,17,79,4.3,89,88,65,1,No,Good
HIS1451,Female,21,52,1.1,47,33,43,5,Yes,At Risk
HIS1452,Male,17,52,1.1,48,51,55,2,Yes,At Risk
HIS1453,Male,23,77,5.1,76,84,86,1,No,Excellent
HIS1454,Female,17,88,4.2,71,77,71,0,No,Good
HIS1455,Male,19,61,3.5,55,58,66,2,No,Average
HIS1456,Male,17,85,5.8,85,76,71,1,No,Excellent
HIS1457,Male,23,87,5.1,90,87,90,0,Yes,Excellent
HIS1458,Female,23,34,1.8,32,45,46,2,Yes,At Risk
HIS1459,Female,17,67,4.5,68,56,74,1,Yes,Good
HIS1460,Female,22,86,4.8,89,77,88,0,No,Excellent
HIS1461,Male,20,82,5.2,79,85,89,0,No,Excellent
HIS1462,Female,22,87,7.1,89,86,91,0,No,Excellent
HIS1463,Male,20,69,4.5,74,65,59,1,No,Good
HIS1464,Female,19,62,4.1,65,72,66,2,Yes,Average
HIS1465,Female,18,79,3.5,65,65,57,2,Yes,Average
HIS1466,Male,23,76,4.0,63,63,69,1,Yes,Good
HIS1467,Male,17,66,4.1,66,72,67,1,Yes,Good
HIS1468,Male,20,80,2.7,74,75,60,0,No,Good
HIS1469,Male,19,58,2.9,54,57,50,1,No,Average
HIS1470,Female,21,97,7.4,97,85,82,0,No,Excellent
HIS1471,Female,21,38,1.3,43,36,38,2,No,At Risk
HIS1472,Male,17,100,6.3,95,88,84,0,Yes,Excellent
HIS1473,Male,17,93,5.3,93,89,83,0,Yes,Excellent
HIS1474,Female,21,95,7.9,93,94,93,0,Yes,Excellent
HIS1475,Male,21,67,2.5,72,73,60,0,Yes,Average
HIS1476,Male,18,30,1.9,32,48,49,4,No,At Risk
HIS1477,Male,18,57,1.5,59,45,45,1,No,Poor
HIS1478,Male,20,73,3.7,74,67,64,0,Yes,Good
HIS1479,Female,20,64,1.3,52,59,52,1,No,Poor
HIS1480,Male,19,40,1.0,45,46,49,5,No,At Risk
HIS1481,Female,19,77,5.2,82,75,90,1,Yes,Good
HIS1482,Male,22,58,1.5,49,47,52,3,No,At Risk
HIS1483,Male,20,99,7.1,85,97,98,0,No,Excellent
HIS1484,Female,19,64,2.8,42,53,48,2,Yes,Poor
HIS1485,Female,19,55,1.3,58,60,56,3,Yes,At Risk
HIS1486,Female,20,92,5.3,90,87,99,0,No,Excellent
HIS1487,Male,21,84,4.3,83,78,70,0,No,Good
HIS1488,Male,17,92,7.6,86,90,89,0,No,Excellent
HIS1489,Female,22,77,4.1,73,78,90,0,Yes,Excellent
HIS1490,Female,21,79,5.1,75,77,90,0,No,Excellent
HIS1491,Female,21,86,6.2,90,86,95,0,Yes,Excellent
HIS1492,Male,17,74,2.7,60,58,72,0,Yes,Good
HIS1493,Female,21,54,1.0,54,56,55,3,No,At Risk
HIS1494,Female,18,61,2.6,58,52,48,3,No,At Risk
HIS1495,Female,19,91,5.2,96,94,83,0,No,Excellent
HIS1496,Male,22,95,6.5,85,91,93,0,No,Excellent
HIS1497,Female,22,72,2.7,55,62,64,1,No,Average
HIS1498,Male,19,61,2.8,54,44,53,1,Yes,Poor
HIS1499,Female,17,61,3.1,67,75,63,0,No,Average
HIS1500,Male,22,52,1.7,46,49,56,1,Yes,At Risk
HIS1501,Female,19,38,0.6,46,36,50,4,Yes,At Risk
HIS1502,Female,20,44,1.0,40,39,41,2,Yes,At Risk
HIS1503,Female,22,31,1.5,47,48,46,2,Yes,At Risk
HIS1504,Male,17,58,1.3,46,42,59,2,No,At Risk
HIS1505,Female,21,94,5.0,89,91,93,0,No,Excellent
HIS1506,Female,23,38,2.0,36,30,32,3,Yes,At Risk
HIS1507,Female,23,92,6.4,90,100,83,0,No,Excellent
HIS1508,Male,22,58,2.2,57,50,60,3,No,Poor
HIS1509,Female,19,46,1.5,49,37,37,2,No,At Risk
HIS1510,Male,21,39,1.2,42,31,48,4,No,At Risk
HIS1511,Female,20,82,5.8,77,84,69,0,No,Excellent
HIS1512,Male,20,40,0.9,37,35,49,5,Yes,At Risk
HIS1513,Male,20,63,1.3,55,40,50,2,Yes,At Risk
HIS1514,Male,19,62,2.2,52,53,47,2,Yes,Poor
HIS1515,Female,20,85,5.2,72,73,67,0,Yes,Good
HIS1516,Female,22,89,8.0,85,100,85,0,Yes,Excellent
HIS1517,Male,17,78,2.3,60,64,60,0,Yes,Average
HIS1518,Female,21,30,1.7,36,35,42,5,Yes,At Risk
HIS1519,Male,20,32,1.7,39,34,32,5,No,At Risk
HIS1520,Female,21,37,1.5,31,42,40,3,No,At Risk
HIS1521,Female,18,69,4.0,67,68,75,0,No,Good
HIS1522,Male,20,89,4.3,74,71,67,0,Yes,Good
HIS1523,Female,20,79,5.4,79,80,87,1,Yes,Excellent
HIS1524,Female,18,94,7.8,91,100,100,0,No,Excellent
HIS1525,Female,23,62,2.1,63,67,55,1,No,Average
HIS1526,Male,19,74,2.4,65,68,71,1,Yes,Average
HIS1527,Female,19,52,2.0,50,44,41,1,Yes,Poor
HIS1528,Male,17,80,4.8,70,90,76,1,No,Good
HIS1529,Male,20,56,1.4,50,56,48,3,No,At Risk
HIS1530,Female,21,99,7.9,94,99,81,0,No,Excellent
HIS1531,Male,20,100,7.5,98,99,99,0,No,Excellent
HIS1532,Female,17,69,4.7,56,62,71,2,No,Average
HIS1533,Male,23,37,0.6,44,37,42,2,No,At Risk
HIS1534,Male,20,77,4.4,72,68,50,2,No,Good
HIS1535,Female,18,36,1.3,47,39,33,3,No,At Risk
HIS1536,Male,18,50,0.8,43,32,40,3,No,At Risk
HIS1537,Female,17,65,4.0,63,68,55,1,Yes,Average
HIS1538,Male,18,69,5.0,72,75,52,0,Yes,Good
HIS1539,Male,20,93,7.9,88,99,90,0,No,Excellent
HIS1540,Female,22,38,1.7,41,32,41,3,No,At Risk
HIS1541,Female,17,87,8.0,90,89,90,0,Yes,Excellent
HIS1542,Male,18,72,4.4,68,58,75,2,No,Average
HIS1543,Female,22,50,1.2,48,32,37,5,No,At Risk
HIS1544,Female,22,66,4.7,56,69,56,0,No,Average
HIS1545,Male,21,73,4.2,55,65,64,0,Yes,Average
HIS1546,Female,21,90,5.0,87,80,68,0,No,Excellent
HIS1547,Female,18,59,1.1,43,41,49,3,Yes,At Risk
HIS1548,Female,20,70,4.5,57,71,61,0,No,Good
HIS1549,Male,17,85,7.9,95,90,82,0,Yes,Excellent
HIS1550,Male,19,70,3.0,58,60,68,0,Yes,Average
HIS1551,Female,17,77,4.3,57,72,68,2,No,Average
HIS1552,Male,17,51,1.6,53,42,50,2,Yes,At Risk
HIS1553,Male,19,30,0.7,45,31,45,4,No,At Risk
HIS1554,Male,22,82,4.2,75,75,85,0,Yes,Excellent
HIS1555,Male,20,80,5.5,86,77,78,0,No,Excellent
HIS1556,Male,20,37,0.6,36,49,42,3,No,At Risk
HIS1557,Female,17,43,1.9,39,38,37,2,No,At Risk
HIS1558,Male,18,97,6.8,93,89,98,0,Yes,Excellent
HIS1559,Male,21,92,8.0,86,87,92,0,Yes,Excellent
HIS1560,Male,18,91,7.2,85,98,83,0,Yes,Excellent
HIS1561,Male,23,96,6.0,98,97,96,0,No,Excellent
HIS1562,Male,19,81,4.8,76,77,80,1,No,Good
HIS1563,Male,19,98,6.4,86,86,94,0,Yes,Excellent
HIS1564,Female,22,84,4.6,83,70,80,0,No,Excellent
HIS1565,Male,20,89,4.4,78,85,77,1,Yes,Excellent
HIS1566,Female,22,75,5.6,90,85,77,0,Yes,Excellent
HIS1567,Male,17,76,2.8,58,63,71,2,No,Average
HIS1568,Male,18,33,0.9,39,38,37,3,No,At Risk
HIS1569,Male,22,95,7.3,98,95,80,0,Yes,Excellent
HIS1570,Female,17,73,2.8,63,73,56,2,No,Average
HIS1571,Male,21,65,2.2,47,50,41,2,No,Poor
HIS1572,Male,18,75,2.7,72,55,72,0,Yes,Good
HIS1573,Male,22,51,1.4,53,57,42,1,No,Poor
HIS1574,Female,18,81,4.7,71,78,65,1,Yes,Good
HIS1575,Female,21,95,7.8,88,87,88,0,Yes,Excellent
HIS1576,Male,21,75,5.9,85,76,90,1,No,Good
HIS1577,Male,17,37,1.9,38,30,43,4,No,At Risk
HIS1578,Male,23,85,7.0,91,90,85,0,Yes,Excellent
HIS1579,Male,17,81,4.3,84,71,86,1,Yes,Good
HIS1580,Female,17,91,6.1,94,98,84,0,Yes,Excellent
HIS1581,Male,18,86,4.1,75,83,68,0,Yes,Good
HIS1582,Male,23,53,1.9,45,48,56,3,No,At Risk
HIS1583,Female,19,47,1.5,36,44,43,3,No,At Risk
HIS1584,Female,17,36,1.9,30,36,42,4,No,At Risk
HIS1585,Male,17,33,1.7,34,31,37,2,No,At Risk
HIS1586,Male,19,35,1.3,37,34,37,2,Yes,At Risk
HIS1587,Female,20,47,0.6,38,40,47,3,Yes,At Risk
HIS1588,Female,22,79,5.6,77,90,67,0,No,Excellent
HIS1589,Male,23,32,1.6,40,44,35,4,No,At Risk
HIS1590,Male,17,85,7.3,85,85,82,0,Yes,Excellent
HIS1591,Male,22,90,5.9,73,84,90,1,Yes,Excellent
HIS1592,Male,17,86,4.6,73,86,85,1,No,Good
HIS1593,Male,18,34,1.4,48,47,45,4,No,At Risk
HIS1594,Female,20,84,5.0,71,80,77,1,Yes,Excellent
HIS1595,Female,17,86,6.8,85,93,87,0,No,Excellent
HIS1596,Female,18,76,2.8,59,67,62,2,Yes,Average
HIS1597,Male,23,76,2.7,65,66,71,0,No,Average
HIS1598,Male,18,42,1.6,47,31,50,5,Yes,At Risk
HIS1599,Male,17,64,2.2,40,59,60,3,Yes,At Risk
HIS1600,Female,23,61,4.8,67,63,66,0,Yes,Good
HIS1601,Male,20,90,5.0,77,86,71,1,Yes,Excellent
HIS1602,Female,20,67,2.5,57,59,72,1,No,Average
HIS1603,Male,19,65,2.1,68,59,61,2,No,Poor
HIS1604,Female,23,62,3.4,56,67,59,2,No,Poor
HIS1605,Male,19,69,4.6,56,60,62,0,No,Good
HIS1606,Male,23,75,5.3,85,82,74,1,No,Good
HIS1607,Male,20,78,4.7,87,86,81,0,No,Excellent
HIS1608,Male,18,52,0.6,40,31,39,2,No,At Risk
HIS1609,Male,23,86,4.4,86,78,83,1,Yes,Good
HIS1610,Male,21,78,4.2,89,84,81,1,Yes,Excellent
HIS1611,Female,18,82,5.2,90,76,80,0,Yes,Excellent
HIS1612,Male,20,98,7.6,87,87,99,0,No,Excellent
HIS1613,Male,21,43,1.7,46,30,30,3,Yes,At Risk
HIS1614,Female,20,95,7.3,88,89,99,0,Yes,Excellent
HIS1615,Female,21,58,2.5,59,43,53,1,Yes,Poor
HIS1616,Female,17,64,4.7,57,64,69,0,Yes,Good
HIS1617,Male,23,39,0.8,42,46,45,4,Yes,At Risk
HIS1618,Male,20,56,1.3,45,46,59,3,Yes,At Risk
HIS1619,Female,22,70,3.0,57,57,58,0,No,Average
HIS1620,Male,21,96,6.9,95,92,95,0,No,Excellent
HIS1621,Male,19,88,7.2,98,85,81,0,Yes,Excellent
HIS1622,Female,22,62,2.8,42,40,52,1,No,Poor
HIS1623,Male,20,78,5.9,76,78,75,1,Yes,Excellent
HIS1624,Female,19,33,1.2,45,43,47,3,Yes,At Risk
HIS1625,Female,23,88,5.7,85,99,86,0,No,Excellent
HIS1626,Female,21,53,1.8,34,43,31,3,Yes,At Risk
HIS1627,Male,23,86,5.3,96,99,80,0,No,Excellent
HIS1628,Female,23,69,3.7,55,69,58,2,Yes,Average
HIS1629,Female,18,48,1.7,39,47,50,5,Yes,At Risk
HIS1630,Male,19,55,1.0,42,50,48,3,Yes,At Risk
HIS1631,Female,23,94,6.7,91,90,86,0,Yes,Excellent
HIS1632,Female,22,88,4.8,87,71,78,0,No,Excellent
HIS1633,Male,21,99,7.3,85,99,85,0,No,Excellent
HIS1634,Male,23,37,1.0,49,41,50,3,Yes,At Risk
HIS1635,Male,21,60,4.7,68,58,54,2,No,Average
HIS1636,Female,17,87,5.2,81,87,86,0,No,Excellent
HIS1637,Female,23,42,1.4,41,43,50,2,Yes,At Risk
HIS1638,Female,23,53,2.3,44,46,56,2,No,At Risk
HIS1639,Male,23,83,4.8,74,77,83,1,No,Excellent
HIS1640,Male,17,90,6.4,92,85,80,0,No,Excellent
HIS1641,Male,20,97,6.5,87,87,86,0,Yes,Excellent
HIS1642,Female,20,31,1.4,38,32,39,2,No,At Risk
HIS1643,Male,22,81,5.7,84,90,78,0,Yes,Excellent
HIS1644,Male,17,68,2.1,70,69,64,2,No,Average
HIS1645,Male,22,54,2.5,53,44,59,1,No,Poor
HIS1646,Male,20,65,2.8,41,45,58,3,Yes,Poor
HIS1647,Male,18,51,1.3,32,36,36,3,No,At Risk
HIS1648,Male,20,71,4.1,60,61,61,1,Yes,Average
HIS1649,Male,18,91,7.5,90,88,82,0,Yes,Excellent
HIS1650,Male,18,57,2.7,50,44,54,2,No,Poor
HIS1651,Female,17,89,4.1,87,79,74,1,Yes,Good
HIS1652,Male,20,87,4.6,71,73,78,1,No,Good
HIS1653,Female,22,83,5.7,82,85,82,0,Yes,Excellent
HIS1654,Male,17,35,1.9,32,30,35,2,No,At Risk
HIS1655,Female,18,83,5.0,83,75,83,1,No,Excellent
HIS1656,Female,20,57,2.7,57,47,43,3,Yes,Poor
HIS1657,Male,20,95,5.7,99,85,95,0,No,Excellent
HIS1658,Female,23,51,1.8,55,47,52,3,Yes,At Risk
HIS1659,Male,17,97,6.6,87,90,85,0,No,Excellent
HIS1660,Male,22,61,1.0,50,57,54,1,No,Poor
HIS1661,Male,21,90,5.2,89,95,98,0,No,Excellent
HIS1662,Male,17,47,1.7,38,37,43,4,Yes,At Risk
HIS1663,Female,22,61,4.9,62,72,63,2,No,Average
HIS1664,Female,20,84,5.8,80,89,81,0,Yes,Excellent
HIS1665,Male,21,46,1.2,31,50,44,2,No,At Risk
HIS1666,Female,23,64,1.8,46,57,45,1,No,Poor
HIS1667,Male,23,87,7.2,99,100,99,0,No,Excellent
HIS1668,Male,20,48,1.9,46,45,34,3,No,At Risk
HIS1669,Male,22,95,7.0,85,97,100,0,Yes,Excellent
HIS1670,Female,21,60,4.0,66,67,62,2,No,Average
HIS1671,Female,19,85,7.0,90,93,97,0,No,Excellent
HIS1672,Male,22,87,4.9,82,76,69,1,No,Good
HIS1673,Male,19,83,5.6,77,76,82,0,No,Excellent
HIS1674,Male,20,95,5.6,95,100,85,0,No,Excellent
HIS1675,Male,21,37,1.8,37,40,46,4,Yes,At Risk
HIS1676,Female,17,61,1.7,60,55,56,2,No,Poor
HIS1677,Male,22,40,1.6,39,38,37,2,Yes,At Risk
HIS1678,Male,21,48,0.6,33,45,49,5,Yes,At Risk
HIS1679,Male,19,78,2.7,56,57,61,0,No,Average
HIS1680,Male,23,74,2.3,65,61,53,0,Yes,Average
HIS1681,Male,17,65,2.5,56,43,47,2,No,Poor
HIS1682,Female,18,38,1.9,34,50,33,4,Yes,At Risk
HIS1683,Male,23,62,2.2,43,58,56,2,Yes,Poor
HIS1684,Male,18,50,1.5,44,47,56,3,No,At Risk
HIS1685,Female,19,77,4.4,68,68,51,1,No,Good
HIS1686,Female,22,65,2.4,65,71,60,2,No,Average
HIS1687,Male,17,43,1.9,40,49,39,3,Yes,At Risk
HIS1688,Male,21,60,1.1,40,41,41,1,No,At Risk
HIS1689,Male,17,77,5.9,74,90,68,1,No,Good
HIS1690,Male,22,70,3.4,71,61,70,2,No,Average
HIS1691,Male,20,94,5.9,97,97,98,0,Yes,Excellent
HIS1692,Female,23,64,2.4,49,60,53,1,Yes,Poor
HIS1693,Male,22,53,1.6,41,39,36,2,Yes,At Risk
HIS1694,Female,21,81,5.7,74,76,84,0,Yes,Excellent
HIS1695,Female,18,86,6.1,85,87,96,0,No,Excellent
HIS1696,Male,22,89,4.7,87,75,89,1,No,Excellent
HIS1697,Female,20,55,2.6,51,55,54,2,No,Poor
HIS1698,Female,20,87,4.3,88,71,75,0,Yes,Excellent
HIS1699,Female,18,37,1.6,42,31,47,3,No,At Risk
HIS1700,Male,18,99,7.1,91,99,86,0,Yes,Excellent
HIS1701,Male,22,81,5.5,75,73,88,1,No,Excellent
HIS1702,Male,19,67,3.7,59,62,55,1,No,Average
HIS1703,Male,23,39,0.9,33,45,50,5,No,At Risk
HIS1704,Female,21,59,1.5,40,58,50,2,No,Poor
HIS1705,Male,17,90,7.7,99,85,85,0,No,Excellent
HIS1706,Male,20,67,4.0,74,69,74,2,No,Average
HIS1707,Male,18,64,3.7,72,71,57,0,Yes,Average
HIS1708,Female,23,72,4.2,56,72,56,0,Yes,Average
HIS1709,Male,22,45,1.4,44,46,46,5,No,At Risk
HIS1710,Male,17,76,3.1,62,75,67,1,Yes,Average
HIS1711,Female,17,69,2.7,67,75,52,2,No,Poor
HIS1712,Female,22,65,4.9,73,57,50,0,Yes,Good
HIS1713,Male,17,87,5.9,100,93,100,0,Yes,Excellent
HIS1714,Male,18,43,2.0,32,36,48,5,Yes,At Risk
HIS1715,Female,20,51,2.3,44,43,46,1,Yes,Poor
HIS1716,Male,18,54,1.1,59,42,43,1,No,Poor
HIS1717,Male,21,76,4.2,71,84,69,1,No,Good
HIS1718,Male,22,76,4.6,76,83,77,1,Yes,Good
HIS1719,Male,17,89,5.3,79,86,68,0,No,Excellent
HIS1720,Female,18,60,4.4,67,75,66,0,No,Good
HIS1721,Male,23,84,4.8,70,88,71,1,No,Good
